"","Chr","start","end","strand","length","ENSMID","geneName","geneType","simpleType","ProR1","ProR2","BasoR1","BasoR2","PolyR1","PolyR2","OrthoR1","OrthoR2"
"ENSG00000090989.17_2","chr4",56719782,56771200,"+",51418,"ENSG00000090989.17_2","EXOC1","protein_coding","Protein_coding","6.90195357410559","7.15063772206966","6.27493526924722","6.1222179616776","5.27689668525535","6.08006817305279","4.68407341259993","4.57669107375708"
"ENSG00000145241.10_3","chr4",68334466,68411324,"-",76858,"ENSG00000145241.10_3","CENPC","protein_coding","Protein_coding","7.99902380739095","8.25439673502362","10.170234975461","10.0797881591867","11.9125887198859","12.5523092651999","8.77198451662587","7.7121744409748"
"ENSG00000156140.9_3","chr4",73146686,73435103,"-",288417,"ENSG00000156140.9_3","ADAMTS3","protein_coding","Protein_coding","0.479230529637528","0.502298256257157","0.2772120220932","0.273465864809712","0.228993689013105","0.21749354099318","0.196463094261018","0.166820824527173"
"ENSG00000163116.9_3","chr4",98105244,99064391,"-",959147,"ENSG00000163116.9_3","STPG2","protein_coding","Protein_coding","8.28668017692202e-05","0.000152721809582233","0.00017907215410153","0.000564888407009886","0.000363370763666058","0.000289810844556584","0.000333767000547256","9.42918840606848e-05"
"ENSG00000145375.7_3","chr4",123844229,124240605,"+",396376,"ENSG00000145375.7_3","SPATA5","protein_coding","Protein_coding","0.822734893209409","0.870671180664548","0.787337264949612","0.770742966838332","0.638797815492974","0.687723505500295","0.416745500518023","0.375334112941494"
"ENSG00000109686.17_4","chr4",152023903,152246784,"-",222881,"ENSG00000109686.17_4","SH3D19","protein_coding","Protein_coding","0.727839644698573","0.614832729442699","0.460445351266089","0.467435623337788","0.432371682098247","0.364174564095562","0.278648847372079","0.24955228708822"
"ENSG00000113448.18_3","chr5",58264865,59817947,"-",1553082,"ENSG00000113448.18_3","PDE4D","protein_coding","Protein_coding","0.0035311848684367","0.0035369027237946","0.00199063368773855","0.00214300835366501","0.00370275274239038","0.00560805181775075","0.00515316669167982","0.00547385077271415"
"ENSG00000113595.14_3","chr5",64885507,64921802,"-",36295,"ENSG00000113595.14_3","TRIM23","protein_coding","Protein_coding","2.88625275132119","2.81301605869328","4.87893570715281","4.7406998189495","6.35691410227309","6.76515301123545","10.4931785099008","9.59840263898288"
"ENSG00000113597.17_4","chr5",64920543,64962060,"+",41517,"ENSG00000113597.17_4","TRAPPC13","protein_coding","Protein_coding","1.80147985408065","1.82763737087462","1.96921991544788","1.95568686473805","2.14906304240793","2.22955440680356","1.86088663203268","1.68824403819867"
"ENSG00000253251.2_4","chr5",64920592,64926718,"+",6126,"ENSG00000253251.2_4","AC008560.1","protein_coding","Protein_coding","3.54202322860203","2.8574401773909","4.27568873767191","3.32298629964824","3.15755660645111","3.58467596601195","3.39676054893951","3.14457601283149"
"ENSG00000197860.9_2","chr5",64961755,65018862,"-",57107,"ENSG00000197860.9_2","SGTB","protein_coding","Protein_coding","0.235213968331301","0.175706350997825","0.0917326044337056","0.15451309793067","0.195297096528556","0.240132487636304","0.472757567200147","0.490943861410293"
"ENSG00000205464.11_2","chr5",81575281,81682796,"+",107515,"ENSG00000205464.11_2","ATP6AP1L","protein_coding","Protein_coding","0.261697728577928","0.275893966077406","0.197292751194415","0.188617518460012","0.178290738801009","0.205109817561864","0.137959958458733","0.156460016333856"
"ENSG00000164199.16_4","chr5",89825161,90460254,"+",635093,"ENSG00000164199.16_4","ADGRV1","protein_coding","Protein_coding","0.000375447899677097","0.000922590332410337","0.00148743704724365","0.00194999030168877","0.00466462519944807","0.00466864877425576","0.00436861060722412","0.00854423944724508"
"ENSG00000175471.19_3","chr5",94039446,94620279,"-",580833,"ENSG00000175471.19_3","MCTP1","protein_coding","Protein_coding","0.0058841389962542","0.00844850291580348","0.00473131573144144","0.00266519204029047","0.00300022534754403","0.00255239126908114","0.00128603879882703","0.00155707023742029"
"ENSG00000129595.12_3","chr5",111478138,111755013,"-",276875,"ENSG00000129595.12_3","EPB41L4A","protein_coding","Protein_coding","1.13620787938555","1.12001373491177","1.1333604006341","1.07684285202313","1.09577196830843","1.24022425892698","1.12231544860989","0.948249840991455"
"ENSG00000171444.17_3","chr5",112357796,112824527,"-",466731,"ENSG00000171444.17_3","MCC","protein_coding","Protein_coding","0.00970675255348992","0.00235386119888174","0.00459998691403669","0.00696518149750042","0.00560053828422596","0.00536013425102516","0.00525858020808537","0.00232527372866564"
"ENSG00000158987.20_3","chr5",130759614,130970929,"-",211315,"ENSG00000158987.20_3","RAPGEF6","protein_coding","Protein_coding","0.742100133149742","0.733747729346467","0.941627086166807","0.968824571529256","1.21884720742526","1.25185588980712","1.02309609918356","0.945848182872723"
"ENSG00000146021.14_2","chr5",136953189,137071779,"-",118590,"ENSG00000146021.14_2","KLHL3","protein_coding","Protein_coding","0.239268704115065","0.23345327412619","0.0912442931239674","0.0959442738787801","0.0558393926916449","0.0437540751579368","0.0251951690240019","0.0198282673138544"
"ENSG00000131504.15_2","chr5",140894583,140998622,"-",104039,"ENSG00000131504.15_2","DIAPH1","protein_coding","Protein_coding","9.31188616551805","9.59524183576297","6.4945851774848","6.29098427771624","8.07004181758708","8.43308539077122","7.65053404090778","6.80391141998164"
"ENSG00000145819.15_3","chr5",142149949,142608576,"+",458627,"ENSG00000145819.15_3","ARHGAP26","protein_coding","Protein_coding","0.257181682207434","0.262222390682839","0.267019600514328","0.239988135937993","0.177064483427526","0.153341853264963","0.10656465254731","0.109838618726509"
"ENSG00000173210.19_2","chr5",148521046,148640105,"+",119059,"ENSG00000173210.19_2","ABLIM3","protein_coding","Protein_coding","0.00534064249264934","0.00430617869488063","0","0","0","0.00311297986291294","0.00806654559354351","0.00303848605216418"
"ENSG00000164587.11_3","chr5",149822753,149829319,"-",6566,"ENSG00000164587.11_3","RPS14","protein_coding","Protein_coding","441.86889459134","445.047623205472","405.155475262311","383.825047671995","269.170763587871","285.266923085334","226.682698636224","236.113108391108"
"ENSG00000050767.15_3","chr5",177664619,178017556,"-",352937,"ENSG00000050767.15_3","COL23A1","protein_coding","Protein_coding","0.0504448202566052","0.0427490304105919","0.0472049753378988","0.045177253532165","0.00493750978018752","0.0102387271031682","0.00120940042093971","0.00102499627662901"
"ENSG00000145949.9_2","chr6",2663863,2751200,"-",87337,"ENSG00000145949.9_2","MYLK4","protein_coding","Protein_coding","0.000910054665451552","0.00251581801805712","0.000983297567983905","0","0.00399058792788862","0.0169746279125022","0.0268801522837811","0.0227815829472661"
"ENSG00000214113.10_3","chr6",5102827,5261172,"-",158345,"ENSG00000214113.10_3","LYRM4","protein_coding","Protein_coding","0.535581806092712","0.541637567637367","0.298291975321328","0.320174500256216","0.182687525101612","0.163259476443992","0.138151886789709","0.130794840999995"
"ENSG00000205269.5_2","chr6",11538511,11583757,"+",45246,"ENSG00000205269.5_2","TMEM170B","protein_coding","Protein_coding","0.101885774883071","0.0760805958347961","0.00569408962306128","0.0153961492673853","0.0154058249506258","0.00614355306820302","0.00235845243980241","0.00399769162892426"
"ENSG00000112137.17_3","chr6",12717037,13290716,"+",573679,"ENSG00000112137.17_3","PHACTR1","protein_coding","Protein_coding","0.0218904094485133","0.020810134653478","0.00793396265827326","0.00580162024394612","0.00455645898478952","0.00387633086968725","0.00613835923924858","0.00599065253112601"
"ENSG00000112149.9_2","chr6",14117487,14137149,"+",19662,"ENSG00000112149.9_2","CD83","protein_coding","Protein_coding","0.101059714571944","0.100575525591877","0.0174709103234687","0.07085893294193","0.0797663971295412","0.0141374835786753","0.0651269692348487","0.114993105636702"
"ENSG00000124788.17_3","chr6",16299343,16761722,"-",462379,"ENSG00000124788.17_3","ATXN1","protein_coding","Protein_coding","0.0166739841097987","0.0125136852821324","0.00984375969461317","0.00786773187708433","0.00942208604461947","0.0130254820814775","0.0117700792935152","0.00762826886844989"
"ENSG00000276410.3_3","chr6",26043505,26043885,"-",380,"ENSG00000276410.3_3","HIST1H2BB","protein_coding","Protein_coding","1199.54232409308","1135.62613828779","1822.42706889622","1720.55552394623","2426.84141424287","2536.60913657463","1484.96139661787","1269.01288107682"
"ENSG00000278272.1_2","chr6",26045639,26046049,"+",410,"ENSG00000278272.1_2","HIST1H3C","protein_coding","Protein_coding","2940.23186816828","2837.11913828958","4620.45983076154","4312.58918531634","4575.89107026746","4662.00644602782","2794.25450654681","2900.69043178822"
"ENSG00000187837.3_2","chr6",26056015,26056656,"-",641,"ENSG00000187837.3_2","HIST1H1C","protein_coding","Protein_coding","3753.48330874579","3837.22882631123","6184.57445248216","5633.28900108782","5988.82899082221","6319.32763559602","5172.04840637831","5257.49990206451"
"ENSG00000181315.10_3","chr6",26634611,26659980,"-",25369,"ENSG00000181315.10_3","ZNF322","protein_coding","Protein_coding","1.67616274623951","1.58787232493305","1.25928150918617","1.1014217495566","0.666305724550176","0.927702909580907","0.824441864554958","0.869853197365347"
"ENSG00000124493.13_3","chr6",33986422,34123399,"-",136977,"ENSG00000124493.13_3","GRM4","protein_coding","Protein_coding","0.00348152365652083","0.00641637642065615","0.000626953865941072","0.000565069861486977","0","0","0.000779039832171092","0.00462178646085164"
"ENSG00000023892.10_2","chr6",35265629,35289548,"+",23919,"ENSG00000023892.10_2","DEF6","protein_coding","Protein_coding","1.16302962125464","0.906368765137117","0.226193835895549","0.255642977504713","0.0728554659178913","0.0542329923176107","0.0401519650412516","0.0302486818750462"
"ENSG00000112130.16_2","chr6",37321748,37362514,"+",40766,"ENSG00000112130.16_2","RNF8","protein_coding","Protein_coding","1.4915200142804","1.3690304556183","1.392472395094","1.38603614100815","1.14134862493362","1.50011442052841","1.2014948104525","1.12700306830069"
"ENSG00000112561.17_3","chr6",41651716,41703997,"-",52281,"ENSG00000112561.17_3","TFEB","protein_coding","Protein_coding","0.00760136993520994","0.00700458414602674","0.00328525696505462","0.0103634402731071","0.0166659961486012","0.00177228950048082","0.00408219196615595","0.00518963549211876"
"ENSG00000111880.15_2","chr6",89319991,89673440,"-",353449,"ENSG00000111880.15_2","RNGTT","protein_coding","Protein_coding","0.68833891467492","0.649631426780078","0.585562855928224","0.554700078364946","0.511278061387576","0.553138959681555","0.36561558482147","0.325220774379292"
"ENSG00000178409.13_2","chr6",107386386,107436473,"-",50087,"ENSG00000178409.13_2","BEND3","protein_coding","Protein_coding","0.650615771952449","0.71651831905216","0.221181054977466","0.236437416610816","0.114813796686908","0.112845271424779","0.0894811556259026","0.0938939932816896"
"ENSG00000135537.16_4","chr6",108616098,108847999,"+",231901,"ENSG00000135537.16_4","AFG1L","protein_coding","Protein_coding","0.406145344414653","0.369521301394954","0.178865979157873","0.203933411105286","0.107457955838257","0.111475680559911","0.076385826232555","0.0662988180844245"
"ENSG00000155085.15_2","chr6",109814059,110012420,"-",198361,"ENSG00000155085.15_2","AK9","protein_coding","Protein_coding","0.0681174501732305","0.0712618771850473","0.0350680780763146","0.0370695326682445","0.0202058305078473","0.0373690664494081","0.0478785546509932","0.0410341750389634"
"ENSG00000010810.17_3","chr6",111981535,112194655,"-",213120,"ENSG00000010810.17_3","FYN","protein_coding","Protein_coding","0.57097452725519","0.598659917635449","0.566960920565313","0.50446127470475","0.649234296216354","0.700840806155764","0.810142887808384","0.749421206154079"
"ENSG00000112769.18_3","chr6",112429963,112576141,"-",146178,"ENSG00000112769.18_3","LAMA4","protein_coding","Protein_coding","0.00271865274926946","0.00150312631341963","0.00117498200406368","0.00264751106243421","0.00119212869877139","0.000633864653878408","0.00146000819673685","0.0012373924629035"
"ENSG00000196569.11_2","chr6",129204286,129837714,"+",633428,"ENSG00000196569.11_2","LAMA2","protein_coding","Protein_coding","0.000125478261643852","0.000693761558513531","0.000271153973916563","0.000733168484028824","0.000275110965932994","0.000146278767870441","0.000336930287550597","0.000999448152036341"
"ENSG00000146411.5_2","chr6",134309835,134373774,"-",63939,"ENSG00000146411.5_2","SLC2A12","protein_coding","Protein_coding","0.0211324004657755","0.00916390093654074","0.0214900476253955","0.0108949806808382","0.00545091380625297","0.0173897747618145","0.025034143267325","0.0268749241730699"
"ENSG00000074706.13_4","chr6",154475631,154677926,"-",202295,"ENSG00000074706.13_4","IPCEF1","protein_coding","Protein_coding","0.000392898708898105","0.000362052115710644","0","0","0.000861430034993471","0","0.00105499927424108","0.000447068774419307"
"ENSG00000272047.1_2","chr6",158589384,158620376,"+",30992,"ENSG00000272047.1_2","GTF2H5","protein_coding","Protein_coding","1.04378380991329","1.27378285851194","0.72599716185121","0.656834475724223","0.461072699153922","0.307940047095628","0.354645893340341","0.285980195426983"
"ENSG00000011275.18_3","chr7",5659678,5821370,"-",161692,"ENSG00000011275.18_3","RNF216","protein_coding","Protein_coding","1.45846080997935","1.45085711594163","0.925215399578878","0.913833742930171","0.532406776655172","0.656138474036814","0.416435879119623","0.383702888929022"
"ENSG00000215045.8_4","chr7",6537093,6591067,"-",53974,"ENSG00000215045.8_4","GRID2IP","protein_coding","Protein_coding","0.0014725876221244","0.00542789733928816","0","0","0.012914587685108","0.00343339635286019","0.00197707301832919","0.00670246990930104"
"ENSG00000146530.11_2","chr7",12370511,12443567,"-",73056,"ENSG00000146530.11_2","VWDE","protein_coding","Protein_coding","0.471083352347005","0.452144123264425","0.332670109144874","0.277584489942349","0.0429360189542553","0.0608784936758462","0.0292133538905222","0.0210451738564883"
"ENSG00000241644.2_3","chr7",30737601,30797218,"+",59617,"ENSG00000241644.2_3","INMT","protein_coding","Protein_coding","0.00266640201004889","0.00122853100202434","0.00288099903366524","0","0","0.00155420546781351","0.01252954314439","0.0030340264596056"
"ENSG00000127989.13_2","chr7",91321323,91510034,"-",188711,"ENSG00000127989.13_2","MTERF1","protein_coding","Protein_coding","0.437606820190065","0.491351999928827","0.442335997496436","0.379807525316759","0.285342473830685","0.389362858699747","0.262943870137164","0.235311830582671"
"ENSG00000127980.15_2","chr7",92116334,92157845,"-",41511,"ENSG00000127980.15_2","PEX1","protein_coding","Protein_coding","2.68250592583835","2.72420846913891","1.6550458373927","1.65763290830444","0.957142961523764","1.06918010340516","1.00512685275465","0.976055031656111"
"ENSG00000196367.12_3","chr7",98475556,98610866,"+",135310,"ENSG00000196367.12_3","TRRAP","protein_coding","Protein_coding","6.03732380966241","6.11111260602588","5.07742278885583","4.63803093172891","4.00530556181512","4.51883813173628","3.16795680681214","2.81592479151002"
"ENSG00000160993.3_2","chr7",102096685,102105323,"-",8638,"ENSG00000160993.3_2","ALKBH4","protein_coding","Protein_coding","4.81231713099694","4.66343285612719","3.05216783125355","2.76882223834482","1.31130982639329","2.39204978288311","1.1859471813805","1.23545887602409"
"ENSG00000161036.12_3","chr7",102105376,102113615,"+",8239,"ENSG00000161036.12_3","LRWD1","protein_coding","Protein_coding","11.1326115719492","11.2453314632627","5.40973622790513","4.92273637510091","2.49581656677054","3.41883098457215","2.71989479417076","2.42592436902233"
"ENSG00000005075.15_2","chr7",102113565,102119354,"-",5789,"ENSG00000005075.15_2","POLR2J","protein_coding","Protein_coding","6.30194903114404","5.64270761884046","6.08223984711595","5.92311236253021","5.74956484460871","5.98613632719202","5.19819865671904","5.63979266839462"
"ENSG00000228049.7_3","chr7",102305815,102312076,"-",6261,"ENSG00000228049.7_3","POLR2J2","protein_coding","Protein_coding","3.50373400916238","3.11167457449036","3.86801936335935","3.89418558398403","3.14513939450207","4.39532806424972","4.55066505947564","3.77012968938206"
"ENSG00000128512.15","chr7",111366166,111846466,"-",480300,"ENSG00000128512.15","DOCK4","protein_coding","Protein_coding","0.000992897493023638","0.000457472409417144","0.000715205160899523","0.000644610238741633","0","0.000192914985164768","0.000888699055517799","0.00207128368713864"
"ENSG00000135245.9_3","chr7",128095903,128098472,"+",2569,"ENSG00000135245.9_3","HILPDA","protein_coding","Protein_coding","32.7331133074744","30.0491882896301","26.3083652705228","25.7000945806217","17.8400802212254","20.3780626962516","13.707465122666","11.8990443245426"
"ENSG00000128607.13_3","chr7",129710350,129775560,"+",65210,"ENSG00000128607.13_3","KLHDC10","protein_coding","Protein_coding","3.93567832691481","4.07145884389445","3.85339346522926","3.66058051681835","3.38317656776751","3.62472287797426","3.78011570772738","3.3368824597009"
"ENSG00000204947.8_2","chr7",148799876,148823438,"-",23562,"ENSG00000204947.8_2","ZNF425","protein_coding","Protein_coding","0.0674657875532995","0.059060577294203","0.0437373362337715","0.0295651544755163","0.0517715356295319","0.055054704322423","0.0543471041972496","0.0383837440459866"
"ENSG00000197024.8_2","chr7",148823508,148879894,"+",56386,"ENSG00000197024.8_2","ZNF398","protein_coding","Protein_coding","2.50767015640635","2.59655631118756","2.56937225739514","2.55323889645368","1.84814080409223","2.2693471791646","1.65593802903003","1.62479152327756"
"ENSG00000175806.14_3","chr8",9911778,10286401,"+",374623,"ENSG00000175806.14_3","MSRA","protein_coding","Protein_coding","0.016760941268974","0.0170090890016058","0.00641869631992773","0.00764464075463962","0.000930337907330859","0.00173133916396608","0.00341817365483592","0.000482830887164716"
"ENSG00000171044.10_3","chr8",10753555,11058875,"-",305320,"ENSG00000171044.10_3","XKR6","protein_coding","Protein_coding","0.0752329929499564","0.0822801556807804","0.0610362319986153","0.0722502577912254","0.0513679713206157","0.0628193794921723","0.0761918561571575","0.0740532701109931"
"ENSG00000156011.16_3","chr8",18384811,18942240,"-",557429,"ENSG00000156011.16_3","PSD3","protein_coding","Protein_coding","0.000427757316088016","0.000394173963398127","0.0023109201269133","0.00180510965059177","0.0040640491543803","0.00864355371443031","0.0143575063942627","0.0118438469718013"
"ENSG00000120889.12_2","chr8",22877646,22926692,"-",49046,"ENSG00000120889.12_2","TNFRSF10B","protein_coding","Protein_coding","1.74209013253441","1.70387719008907","0.637354453553475","0.594959702221831","0.429919293324828","0.500634564577724","0.358994392000661","0.341136053468446"
"ENSG00000147419.17_2","chr8",27590828,27630170,"-",39342,"ENSG00000147419.17_2","CCDC25","protein_coding","Protein_coding","5.71534253397128","5.55518623656884","4.2151115721383","4.10006814815777","3.23349046612204","3.32314376660094","2.6608469027646","2.45283012628923"
"ENSG00000171320.14_2","chr8",27629466,27670157,"+",40691,"ENSG00000171320.14_2","ESCO2","protein_coding","Protein_coding","8.75856568566453","9.32368591661564","18.2811306057403","18.2247790540496","23.8283470644855","26.0385236398463","16.9279823507493","15.2381390493286"
"ENSG00000197892.12_2","chr8",28924796,29120641,"-",195845,"ENSG00000197892.12_2","KIF13B","protein_coding","Protein_coding","0.207383482068743","0.241962482002359","0.0947162505763344","0.106709005042577","0.119233273846596","0.100300228667687","0.237564375111985","0.229510937360736"
"ENSG00000104687.12_3","chr8",30535578,30585443,"-",49865,"ENSG00000104687.12_3","GSR","protein_coding","Protein_coding","20.0357315764351","20.3486498322756","16.9758749787169","17.2436396309508","10.871997564587","11.9256604514274","11.8469777280544","11.3083728886272"
"ENSG00000197140.14_2","chr8",38964509,39142430,"+",177921,"ENSG00000197140.14_2","ADAM32","protein_coding","Protein_coding","0.0169754828492904","0.0168776852797313","0.00965352709292442","0.010005767793508","0.000979440251173298","0.00729087034832837","0.0107957447611209","0.00254157119511338"
"ENSG00000147485.12_3","chr8",52232138,52722005,"-",489867,"ENSG00000147485.12_3","PXDNL","protein_coding","Protein_coding","0.00340727244465822","0.00149512689664102","0.00245433073820066","0.0030021003944359","0.00213441185785943","0.00264806354223683","0.00283186458403382","0.00443090607309267"
"ENSG00000132541.10_3","chr8",99114572,99129469,"-",14897,"ENSG00000132541.10_3","RIDA","protein_coding","Protein_coding","2.37425271671218","2.50742295101827","1.30861011953865","1.7146082806993","0.795454336253762","1.19421070926566","1.39682856432862","1.59060359555228"
"ENSG00000104356.10_3","chr8",99129525,99172062,"+",42537,"ENSG00000104356.10_3","POP1","protein_coding","Protein_coding","1.26125431773905","1.57030574478427","0.670277222623678","0.651427313662242","0.278578255334704","0.307136058015938","0.323616135194716","0.27427254686576"
"ENSG00000104375.15_3","chr8",99413631,99955055,"-",541424,"ENSG00000104375.15_3","STK3","protein_coding","Protein_coding","0.0830892193237885","0.0902286728011794","0.0878730087159706","0.0807719819319967","0.0769246548989923","0.108329005821954","0.0679968674947885","0.0696559208858881"
"ENSG00000132554.19_3","chr8",100973164,101143496,"-",170332,"ENSG00000132554.19_3","RGS22","protein_coding","Protein_coding","0.000933253226833974","0.00300994134533613","0.0115961767194963","0.00363532745071515","0.0163692542966916","0.0157753971882236","0.00438539894816651","0.00212384702160847"
"ENSG00000170881.4_3","chr8",125486979,125500155,"+",13176,"ENSG00000170881.4_3","RNF139","protein_coding","Protein_coding","17.6203171560883","17.0540686756145","16.4834637802581","17.0534889596437","18.6615875363407","20.0982011655066","22.0369897440366","21.0243654492937"
"ENSG00000122692.8_3","chr9",33041762,33076657,"-",34895,"ENSG00000122692.8_3","SMU1","protein_coding","Protein_coding","11.9216472145804","11.9280840809598","10.8384540964845","10.241096692444","8.48967133340901","9.26437908210666","8.41574447855729","6.95371610906592"
"ENSG00000168795.4_2","chr9",37438111,37465396,"-",27285,"ENSG00000168795.4_2","ZBTB5","protein_coding","Protein_coding","7.13978449770368","6.91477636642976","6.43654172901946","6.31183811902533","5.14134894952716","5.87490293414417","4.19254894285773","4.26924807421095"
"ENSG00000172159.15_2","chr9",85857905,86153461,"-",295556,"ENSG00000172159.15_2","FRMD3","protein_coding","Protein_coding","0.00914334037124076","0.00272589512723319","0.00755469268791791","0.00602334654545581","0.0112026038708437","0.018496552176588","0.0133588556699173","0.0134639466623271"
"ENSG00000090054.13_2","chr9",94794281,94877666,"-",83385,"ENSG00000090054.13_2","SPTLC1","protein_coding","Protein_coding","3.77843071620523","3.96224323349291","3.33893767381691","3.28969454618336","3.10971190893276","3.24246954007548","2.87428039574335","2.71042758919665"
"ENSG00000136783.9_2","chr9",107509969,107522403,"+",12434,"ENSG00000136783.9_2","NIPSNAP3A","protein_coding","Protein_coding","16.9906449246718","18.6136891975779","20.1123928126001","20.4491050313271","21.7933848950138","24.1218374691735","20.4169513027346","18.0748630880704"
"ENSG00000136861.17_2","chr9",123151147,123342448,"-",191301,"ENSG00000136861.17_2","CDK5RAP2","protein_coding","Protein_coding","4.43772539999784","4.7087843318319","7.15079795025545","6.59346295470399","8.62929777745259","8.97359390306333","5.57814852464439","5.11669941231905"
"ENSG00000175764.14_3","chr9",124584207,124855885,"-",271678,"ENSG00000175764.14_3","TTLL11","protein_coding","Protein_coding","0.085134240888529","0.0921993529093566","0.0976758598258165","0.0951572297176994","0.0583703207198941","0.0583203591054966","0.0742360142825537","0.0632497212399208"
"ENSG00000119522.16_3","chr9",126141933,126692431,"-",550498,"ENSG00000119522.16_3","DENND1A","protein_coding","Protein_coding","0.551679749487751","0.562383720784569","0.604504024207472","0.579283642443087","0.670147298560035","0.717190187944974","0.606924453667151","0.517176121014412"
"ENSG00000119383.19_3","chr9",131873229,131911225,"+",37996,"ENSG00000119383.19_3","PTPA","protein_coding","Protein_coding","15.6720439209268","16.6198223747378","17.2181435508103","16.3578966882756","16.3778590763626","16.9653441868975","12.522957516794","11.3632882103587"
"ENSG00000188483.7_2","chr9",131937831,131940541,"-",2710,"ENSG00000188483.7_2","IER5L","protein_coding","Protein_coding","0.674565763572129","1.21618449212023","0.823924262756556","1.37095039557612","0.385822115709973","0.444480397000108","0.945037984572395","1.36827707991413"
"ENSG00000178462.11_2","chr10",5435061,5446793,"-",11732,"ENSG00000178462.11_2","TUBAL3","protein_coding","Protein_coding","0.399710638823388","0.455729397424223","0.146400033574856","0.1517419205241","0.193097413576292","0.150058325956199","0.200105000000732","0.123340985640851"
"ENSG00000173848.18_2","chr10",5454514,5500426,"+",45912,"ENSG00000173848.18_2","NET1","protein_coding","Protein_coding","16.255679607343","16.8107937901878","9.65176468082969","9.32285037736247","9.00313229089559","9.76983932655128","8.86000555445274","8.36792506881557"
"ENSG00000148429.14_2","chr10",11495945,11653753,"-",157808,"ENSG00000148429.14_2","USP6NL","protein_coding","Protein_coding","3.22996617663227","3.3964062217857","4.1005062278332","4.05577422471205","4.28568044733769","4.81933241034059","3.82393857447848","3.24890436417178"
"ENSG00000165626.16_2","chr10",13480484,13570974,"-",90490,"ENSG00000165626.16_2","BEND7","protein_coding","Protein_coding","0.000878345058200267","0.000809385929358877","0.000949035912200356","0.000855360530632132","0.00770308272423491","0.00307184442616769","0.0117925228302906","0.00199888999273187"
"ENSG00000148484.17_3","chr10",16632610,16859527,"-",226917,"ENSG00000148484.17_3","RSU1","protein_coding","Protein_coding","0.938714467264829","0.986376132581185","1.55848470332347","1.47833094709895","1.67107913426281","1.81584446566372","1.64685901848575","1.47745764315726"
"ENSG00000136770.10_3","chr10",22045466,22292698,"-",247232,"ENSG00000136770.10_3","DNAJC1","protein_coding","Protein_coding","0.17263758574126","0.158195022033004","0.261908684191519","0.229169170953485","0.312956118481741","0.335800917226231","0.257677775682379","0.252042643548873"
"ENSG00000077420.15_2","chr10",26727132,26856732,"+",129600,"ENSG00000077420.15_2","APBB1IP","protein_coding","Protein_coding","0.0361836822120061","0.0729022525034825","0.0132528178541683","0.0453898121580596","0.00403386548446769","0.00357473253760177","0.0041169189464236","0.00558270232846627"
"ENSG00000165322.17_2","chr10",32094332,32217804,"-",123472,"ENSG00000165322.17_2","ARHGAP12","protein_coding","Protein_coding","1.34795050212874","1.47642928930436","0.935485448440041","0.890790116353644","0.577244739470995","0.688894549775801","0.550526543679198","0.515660259133181"
"ENSG00000198298.12_3","chr10",44101855,44113351,"+",11496,"ENSG00000198298.12_3","ZNF485","protein_coding","Protein_coding","1.04398904765117","1.1786400972792","0.194227100910775","0.188521579999412","0.030317151866563","0.00805993975075139","0.00928240597523483","0.0550694540751631"
"ENSG00000166321.13_2","chr10",74870133,74891586,"+",21453,"ENSG00000166321.13_2","NUDT13","protein_coding","Protein_coding","1.23744009703655","1.25295152745072","0.716552859059658","0.736023921178759","0.544241843016981","0.49237429174049","0.477518843647265","0.476376025846752"
"ENSG00000122882.10_3","chr10",74889913,74928813,"-",38900,"ENSG00000122882.10_3","ECD","protein_coding","Protein_coding","4.26829658553359","4.29657381311611","3.84796418119288","3.71686737816895","4.18410364163728","3.88730935618018","3.92277817225086","3.43392163738159"
"ENSG00000120053.10_2","chr10",101156627,101190381,"-",33754,"ENSG00000120053.10_2","GOT1","protein_coding","Protein_coding","3.12472230278046","3.32638985311965","4.0733274210971","4.00606003751636","7.17104022108156","7.23325746673494","5.27640841806539","5.03455419618557"
"ENSG00000055950.16_3","chr10",102729215,102747272,"-",18057,"ENSG00000055950.16_3","MRPL43","protein_coding","Protein_coding","5.0531482569303","4.8511177917833","3.76671549418221","3.64782299544682","3.07857858272982","3.14552706987058","2.10974483333854","2.23883151361553"
"ENSG00000095539.15_3","chr10",102729275,102745628,"+",16353,"ENSG00000095539.15_3","SEMA4G","protein_coding","Protein_coding","0.40827012307158","0.29112007757595","0.173300469023136","0.0473317277667105","0.0639379889667967","0.118987244839931","0.0587289703309299","0.0718961114397968"
"ENSG00000107815.7_3","chr10",102747124,102754158,"+",7034,"ENSG00000107815.7_3","TWNK","protein_coding","Protein_coding","12.6103627889197","12.8281663271464","5.1522072208266","4.19249358158082","1.41213966007297","1.48851984835571","1.60809171789562","1.2214641574509"
"ENSG00000107816.17_3","chr10",102756375,102767593,"+",11218,"ENSG00000107816.17_3","LZTS2","protein_coding","Protein_coding","20.7595499953172","21.7673919932948","13.5653660349045","13.3924457071854","6.9438006820525","7.46674887739996","5.12720454360942","4.82915197494839"
"ENSG00000120049.18_2","chr10",103585731,103603677,"-",17946,"ENSG00000120049.18_2","KCNIP2","protein_coding","Protein_coding","0.513755017314103","0.559125297360571","0.512034647685618","0.310537911401812","0.271891434860811","0.387232812498487","0.481642352969758","0.503955074786324"
