,Chr,start,end,strand,length,ENSMID,geneName,geneType,simpleType,ProR1,ProR2,BasoR1,BasoR2,PolyR1,PolyR2,OrthoR1,OrthoR2
ENSG00000109133.12_2,chr4,41937137,41962589,+,25452,ENSG00000109133.12_2,TMEM33,protein_coding,Protein_coding,14.90823571,16.33628186,13.4526411,13.41724604,9.866138891,11.16894086,10.50670324,8.833619653
ENSG00000151806.13_2,chr4,44680444,44702943,+,22499,ENSG00000151806.13_2,GUF1,protein_coding,Protein_coding,22.25579356,22.54305655,13.4510417,12.935238,9.534545507,10.36569797,10.36323961,9.008202226
ENSG00000163281.11_3,chr4,44684217,44728612,-,44395,ENSG00000163281.11_3,GNPDA2,protein_coding,Protein_coding,3.636148517,3.522249024,2.919029032,2.634390786,2.056848884,2.130935146,1.372490547,1.275262999
ENSG00000163293.11_3,chr4,47916159,48042190,+,126031,ENSG00000163293.11_3,NIPAL1,protein_coding,Protein_coding,0.00189195,0.002905687,0.010902493,0.006755618,0.013826994,0.002940771,0.012700511,0.010046392
ENSG00000074966.10_2,chr4,48068410,48136273,-,67863,ENSG00000074966.10_2,TXK,protein_coding,Protein_coding,0.074957082,0.112242291,0.056945931,0.037638359,0.084739529,0.035499223,0.254735384,0.25987293
ENSG00000163453.11_2,chr4,57896939,57976551,-,79612,ENSG00000163453.11_2,IGFBP7,protein_coding,Protein_coding,0.022962282,0.022999464,0.04530582,0.024305876,0.03064465,0.010474722,0.014744209,0.022720137
ENSG00000132466.18_3,chr4,73939093,74124515,-,185422,ENSG00000132466.18_3,ANKRD17,protein_coding,Protein_coding,5.034942159,5.257819354,4.441148473,4.282879882,4.049677057,4.431420616,4.088934324,3.662034986
ENSG00000163738.18_3,chr4,74979891,75168816,+,188925,ENSG00000163738.18_3,MTHFD2L,protein_coding,Protein_coding,0.441738873,0.440785472,0.386378302,0.418298306,0.328371703,0.399221135,0.3744824,0.341797016
ENSG00000138769.10_2,chr4,76503215,76555900,-,52685,ENSG00000138769.10_2,CDKL2,protein_coding,Protein_coding,0.003017232,0.005560697,0,0.004407416,0.026461116,0.015828293,0.004050889,0.008583067
ENSG00000138675.16_3,chr4,81187753,81257834,+,70081,ENSG00000138675.16_3,FGF5,protein_coding,Protein_coding,0.004536547,0.003135286,0.007352486,0.001104459,0.002486594,0.009254997,0.006090697,0.012905035
ENSG00000197826.11_3,chr4,81256874,81884910,+,628036,ENSG00000197826.11_3,C4orf22,protein_coding,Protein_coding,0.000632778,0.00011662,0.00273482,0.002218389,0.002219783,0.001475346,0.001359292,0.000720021
ENSG00000138669.9_2,chr4,82008524,82136271,-,127747,ENSG00000138669.9_2,PRKG2,protein_coding,Protein_coding,0.026131499,0.021213252,0.041007412,0.033930254,0.024554266,0.059475992,0.064320192,0.072919889
ENSG00000138674.16_3,chr4,83739814,83822319,-,82505,ENSG00000138674.16_3,SEC31A,protein_coding,Protein_coding,8.20102461,8.406707728,5.556246897,5.350235488,4.460862161,4.813383319,6.024576584,5.413999905
ENSG00000170509.11_3,chr4,88224941,88244058,-,19117,ENSG00000170509.11_3,HSD17B13,protein_coding,Protein_coding,0.120571318,0.042143362,0.098829404,0.097172035,0.036462413,0.106630511,0.1730411,0.184503391
ENSG00000198189.10_3,chr4,88257762,88312538,-,54776,ENSG00000198189.10_3,HSD17B11,protein_coding,Protein_coding,3.212573348,3.269224817,2.989810158,2.953287763,2.36694289,2.439234175,2.287099695,2.321424118
ENSG00000184305.14_3,chr4,91048686,92523064,+,1474378,ENSG00000184305.14_3,CCSER1,protein_coding,Protein_coding,0.02097039,0.021907155,0.016600427,0.016169317,0.028721201,0.026457683,0.026489854,0.021714704
ENSG00000138821.12_3,chr4,103172198,103352415,-,180217,ENSG00000138821.12_3,SLC39A8,protein_coding,Protein_coding,8.278168596,8.621504258,4.162463022,4.027766331,0.959226294,1.074041926,0.853248511,0.712610266
ENSG00000155016.17_2,chr4,108852525,108874613,+,22088,ENSG00000155016.17_2,CYP2U1,protein_coding,Protein_coding,0.071967987,0.033158879,0.031104042,0.056067783,0.015778974,0.016779621,0.009662309,0.008189042
ENSG00000123737.12_3,chr4,122722472,122738176,+,15704,ENSG00000123737.12_3,EXOSC9,protein_coding,Protein_coding,10.13762946,10.49369579,11.91052277,11.6319228,13.44923221,14.4142394,10.97411619,10.64268398
ENSG00000145386.9_2,chr4,122737599,122745088,-,7489,ENSG00000145386.9_2,CCNA2,protein_coding,Protein_coding,258.5349157,259.7725037,396.5834869,390.7906169,454.7963838,501.1202029,259.1175262,238.1093734
ENSG00000151466.11_3,chr4,129786076,130014762,-,228686,ENSG00000151466.11_3,SCLT1,protein_coding,Protein_coding,0.984629281,1.0738663,1.534412116,1.536618542,1.797601912,2.004788966,1.037773361,1.00450852
ENSG00000172007.5_2,chr4,140374386,140397763,+,23377,ENSG00000172007.5_2,RAB33B,protein_coding,Protein_coding,0.877196075,1.021374619,0.470223606,0.503274129,0.320541923,0.28141557,0.283015503,0.282418778
ENSG00000153130.17_3,chr4,141178440,141306880,+,128440,ENSG00000153130.17_3,SCOC,protein_coding,Protein_coding,1.813766064,1.760323841,1.765839955,1.687359143,1.553496748,1.631093346,0.955443164,0.888625035
ENSG00000153132.12_3,chr4,141309609,141349122,-,39513,ENSG00000153132.12_3,CLGN,protein_coding,Protein_coding,0.279602175,0.348476971,0.226035457,0.242902215,0.048512967,0.051589489,0.010802575,0.084687869
ENSG00000170185.9_2,chr4,144106070,144144983,+,38913,ENSG00000170185.9_2,USP38,protein_coding,Protein_coding,8.505145687,9.011885519,14.86808613,14.62182236,20.37165823,22.01596497,26.4383704,23.87137864
ENSG00000153147.5_2,chr4,144434616,144478639,+,44023,ENSG00000153147.5_2,SMARCA5,protein_coding,Protein_coding,21.5137744,20.93108619,27.47448855,26.19377725,21.58148731,23.70360704,20.46075144,19.04406196
ENSG00000170180.20_4,chr4,145030456,145792105,-,761649,ENSG00000170180.20_4,GYPA,protein_coding,Protein_coding,3.136476632,3.211795084,7.782216591,7.695249937,11.2327876,12.18746473,12.46650855,11.51631825
ENSG00000164164.15_2,chr4,146031990,146101313,-,69323,ENSG00000164164.15_2,OTUD4,protein_coding,Protein_coding,5.98378111,6.102475916,5.779064401,5.728942463,5.728911786,5.836928771,7.056259989,6.401742413
ENSG00000151611.13_2,chr4,146539415,146581187,+,41772,ENSG00000151611.13_2,MMAA,protein_coding,Protein_coding,0.197885431,0.261250564,0.139799906,0.170471724,0.091778841,0.17967113,0.114956772,0.136400124
ENSG00000164167.10_3,chr4,147096837,147121152,+,24315,ENSG00000164167.10_3,LSM6,protein_coding,Protein_coding,2.87329589,2.885675376,2.864374609,2.718525377,2.336406925,2.206392844,2.128505509,1.755606625
ENSG00000071205.11_2,chr4,148653214,148993931,+,340717,ENSG00000071205.11_2,ARHGAP10,protein_coding,Protein_coding,0.009797635,0.011393005,0.006049238,0.012040149,0.002557298,0.002175578,0.003758329,0.004512473
ENSG00000198589.10_3,chr4,151185683,151936879,-,751196,ENSG00000198589.10_3,LRBA,protein_coding,Protein_coding,3.61847762,3.755880782,2.252715812,2.214075995,1.658198186,1.776429965,1.631492369,1.428479335
ENSG00000164144.15_3,chr4,153701089,153839615,+,138526,ENSG00000164144.15_3,ARFIP1,protein_coding,Protein_coding,1.063761299,1.144147987,0.828244192,0.707379071,0.534641658,0.666871895,0.536148703,0.504670229
ENSG00000109654.14_3,chr4,154073494,154260472,+,186978,ENSG00000109654.14_3,TRIM2,protein_coding,Protein_coding,0.001275253,0.001175133,0.001837184,0.000413961,0.008387976,0.004955506,0.053646903,0.065298431
ENSG00000151790.8_2,chr4,156775890,156841558,+,65668,ENSG00000151790.8_2,TDO2,protein_coding,Protein_coding,0.001210353,0.001115328,0.001307764,0.00117868,0.005307394,0.02116489,0.034125013,0.022035641
ENSG00000256043.2_2,chr4,156845270,156875069,-,29799,ENSG00000256043.2_2,CTSO,protein_coding,Protein_coding,0.392086054,0.449785694,0.262254493,0.246758266,0.175438426,0.217658133,0.293642881,0.197274591
ENSG00000205208.4_2,chr4,159587831,159593407,-,5576,ENSG00000205208.4_2,C4orf46,protein_coding,Protein_coding,5.160022031,4.991339032,9.949310574,9.938939613,13.46975399,13.95838174,11.09973326,9.245099229
ENSG00000171503.11_4,chr4,159593277,159630775,+,37498,ENSG00000171503.11_4,ETFDH,protein_coding,Protein_coding,3.168829251,3.181773189,3.595628239,3.542084957,3.067192189,3.392665036,4.089365957,3.637078906
ENSG00000170088.13_2,chr4,165991760,166129701,-,137941,ENSG00000170088.13_2,TMEM192,protein_coding,Protein_coding,0.980114228,0.962632838,0.485606474,0.451702303,0.214763617,0.188751973,0.28468315,0.179645639
ENSG00000145439.11_2,chr4,169784921,169931426,-,146505,ENSG00000145439.11_2,CBR4,protein_coding,Protein_coding,1.278169911,1.314299606,1.481862329,1.426464973,1.1954152,1.268061978,1.265186897,1.039558962
ENSG00000137601.16_3,chr4,170314008,170533780,-,219772,ENSG00000137601.16_3,NEK1,protein_coding,Protein_coding,1.139933715,1.189740085,1.46535261,1.466520557,1.498630622,1.681362433,1.446456764,1.333313069
ENSG00000109572.13_4,chr4,170533784,170644824,+,111040,ENSG00000109572.13_4,CLCN3,protein_coding,Protein_coding,13.82121045,13.96492703,23.48891053,23.38428149,30.40499953,32.52676951,34.17255097,30.99663743
ENSG00000164118.12_3,chr4,175204828,175254531,+,49703,ENSG00000164118.12_3,CEP44,protein_coding,Protein_coding,11.97107,12.29702275,16.30897317,16.15056895,18.92935793,20.52873319,15.57836894,13.60153992
ENSG00000182552.14_2,chr4,184560788,184580378,-,19590,ENSG00000182552.14_2,RWDD4,protein_coding,Protein_coding,2.896873468,2.890022982,2.384776584,2.248162116,1.992593646,1.627056211,1.743102221,1.481938165
ENSG00000168538.15_2,chr4,184580420,184634747,+,54327,ENSG00000168538.15_2,TRAPPC11,protein_coding,Protein_coding,7.493584365,7.684495677,7.040730552,6.872921291,5.311898497,6.023980009,4.877174675,4.464805416
ENSG00000164323.12_2,chr4,186080819,186130658,-,49839,ENSG00000164323.12_2,CFAP97,protein_coding,Protein_coding,5.079323424,4.896569368,6.45995296,6.400045911,9.209829909,9.20825969,9.716335127,8.686675414
ENSG00000164151.11_3,chr5,5420777,5490347,+,69570,ENSG00000164151.11_3,ICE1,protein_coding,Protein_coding,5.415294611,5.80708914,5.254905153,5.038834707,5.127444852,5.456604931,5.90995698,5.431326597
ENSG00000145545.11_2,chr5,6633456,6674499,+,41043,ENSG00000145545.11_2,SRD5A1,protein_coding,Protein_coding,1.305228504,1.227737664,0.947855947,0.87692742,0.458553293,0.600511169,0.392595361,0.390026086
ENSG00000112941.13_4,chr5,6713120,6757161,+,44041,ENSG00000112941.13_4,PAPD7,protein_coding,Protein_coding,5.632514877,5.938666226,7.675048935,7.604655037,9.907915903,10.44998192,6.857038342,5.984003821
ENSG00000124275.14_3,chr5,7851299,7906138,+,54839,ENSG00000124275.14_3,MTRR,protein_coding,Protein_coding,2.308830227,2.135576708,1.591063146,1.563867767,1.010514971,1.130355734,0.99240276,0.897157845
ENSG00000154122.12_3,chr5,14704913,14871887,-,166974,ENSG00000154122.12_3,ANKH,protein_coding,Protein_coding,4.073225287,4.176721947,9.147715973,8.610527656,11.17126639,11.63443455,12.04674777,11.01749685
ENSG00000113384.13_2,chr5,32124810,32174456,-,49646,ENSG00000113384.13_2,GOLPH3,protein_coding,Protein_coding,5.47689685,5.6473396,6.466038246,6.046072304,6.528807143,7.049223371,6.377355064,5.738333397
ENSG00000082068.8_2,chr5,37379314,37753537,+,374223,ENSG00000082068.8_2,WDR70,protein_coding,Protein_coding,0.371258754,0.374991365,0.307279322,0.299080165,0.244940402,0.26072126,0.200176896,0.18149679
ENSG00000145623.12_3,chr5,38845960,38945698,+,99738,ENSG00000145623.12_3,OSMR,protein_coding,Protein_coding,0.008765926,0.015421083,0.018942847,0.004656294,0.012230453,0.006503033,0.034237074,0.020855791
ENSG00000164327.12_3,chr5,38938021,39074510,-,136489,ENSG00000164327.12_3,RICTOR,protein_coding,Protein_coding,3.813669811,3.958570373,4.35277422,4.153368631,5.274274171,5.80222549,9.686814171,8.743879044
ENSG00000177721.4_3,chr5,43039183,43043272,-,4089,ENSG00000177721.4_3,ANXA2R,protein_coding,Protein_coding,13.97582746,14.38317197,20.79224189,21.46573377,22.24633901,25.33396951,24.19189771,20.23780793
ENSG00000164172.18_3,chr5,52391509,52405893,-,14384,ENSG00000164172.18_3,MOCS2,protein_coding,Protein_coding,2.851253147,3.253699362,1.946350991,1.791902411,0.860169092,1.082201566,0.489634009,0.685340362
ENSG00000178996.13_3,chr5,53813589,53842415,+,28826,ENSG00000178996.13_3,SNX18,protein_coding,Protein_coding,0.719650904,0.749538374,0.44687917,0.432306025,0.175314878,0.186432731,0.122162207,0.112947755
ENSG00000155542.11_3,chr5,56205087,56221359,+,16272,ENSG00000155542.11_3,SETD9,protein_coding,Protein_coding,0.522647157,0.571635279,0.3799923,0.50897053,0.342700077,0.484012459,0.577097311,0.51133601
ENSG00000155545.19_2,chr5,56215429,56267502,-,52073,ENSG00000155545.19_2,MIER3,protein_coding,Protein_coding,2.249834827,2.243387662,3.674394842,3.461837551,4.066013703,4.508920337,3.76242102,3.782724941
ENSG00000049167.13_3,chr5,60169658,60240900,-,71242,ENSG00000049167.13_3,ERCC8,protein_coding,Protein_coding,0.754182313,0.701139622,0.435165376,0.425892271,0.171224969,0.274425777,0.223181134,0.181534603
ENSG00000164182.10_3,chr5,60240956,60448864,+,207908,ENSG00000164182.10_3,NDUFAF2,protein_coding,Protein_coding,0.033641645,0.039102814,0.026435773,0.017497518,0.006705388,0.007130621,0.008725394,0.012614972
ENSG00000083312.17_2,chr5,72112139,72212560,+,100421,ENSG00000083312.17_2,TNPO1,protein_coding,Protein_coding,5.724791495,5.760349389,4.391361006,4.377207368,3.99471625,4.159469232,4.405671075,3.935649203
ENSG00000164331.9_2,chr5,72848160,72861511,-,13351,ENSG00000164331.9_2,ANKRA2,protein_coding,Protein_coding,13.97220806,14.84465931,19.51573964,18.37787364,20.92304481,23.51300609,20.21353856,17.99176463
ENSG00000164338.9_3,chr5,72861268,72879202,+,17934,ENSG00000164338.9_3,UTP15,protein_coding,Protein_coding,7.250565568,7.146890393,5.047155443,5.170463151,4.04223282,4.505239364,3.933069384,3.726719959
ENSG00000164347.17_3,chr5,74017029,74063196,-,46167,ENSG00000164347.17_3,GFM2,protein_coding,Protein_coding,5.261231915,5.114693543,5.29589112,4.957576961,4.918332891,5.222208272,4.021841099,3.786689417
ENSG00000198677.10_2,chr5,94799599,94890711,-,91112,ENSG00000198677.10_2,TTC37,protein_coding,Protein_coding,8.660678936,9.049860875,7.044671536,6.93294241,4.112141389,4.843770435,4.038303833,3.638952335
ENSG00000164291.16_2,chr5,94890778,94940768,+,49990,ENSG00000164291.16_2,ARSK,protein_coding,Protein_coding,0.410206294,0.398512553,0.292044492,0.224509468,0.14989615,0.174230133,0.098193335,0.126641017
ENSG00000164307.12_3,chr5,96096514,96143803,-,47289,ENSG00000164307.12_3,ERAP1,protein_coding,Protein_coding,9.361831395,9.148777782,10.65101806,10.61286575,9.905451886,10.95292788,8.737406318,7.558163665
ENSG00000153922.10_3,chr5,98189689,98264661,-,74972,ENSG00000153922.10_3,CHD1,protein_coding,Protein_coding,8.535254604,8.812757599,7.813258408,7.086437694,7.052151582,7.054454204,8.357844069,7.699902646
ENSG00000164209.16_2,chr5,110073837,110100861,+,27024,ENSG00000164209.16_2,SLC25A46,protein_coding,Protein_coding,14.71747881,15.39683286,16.1085294,15.68424443,13.22577673,13.72506811,14.42866747,13.02514857
ENSG00000145781.8_2,chr5,115420688,115748459,+,327771,ENSG00000145781.8_2,COMMD10,protein_coding,Protein_coding,0.328090021,0.335179132,0.270391108,0.264246568,0.213727638,0.208906745,0.145527246,0.123613805
ENSG00000169570.9_3,chr5,118173017,118324240,-,151223,ENSG00000169570.9_3,DTWD2,protein_coding,Protein_coding,0.251758078,0.248943911,0.190811552,0.227767606,0.078360324,0.100485766,0.033871209,0.038873621
ENSG00000133835.14_3,chr5,118788138,118972894,+,184756,ENSG00000133835.14_3,HSD17B4,protein_coding,Protein_coding,2.148833133,2.239387564,2.72849263,2.594072987,2.25048979,2.40775174,2.18843357,2.005519546
ENSG00000164902.13_2,chr5,125935960,125962944,+,26984,ENSG00000164902.13_2,PHAX,protein_coding,Protein_coding,2.739317492,2.59210913,2.600153356,2.716398272,2.131143876,2.207919297,2.008929509,2.021019344
ENSG00000186687.15_2,chr5,130506503,130541119,+,34616,ENSG00000186687.15_2,LYRM7,protein_coding,Protein_coding,11.84782334,11.24559983,9.655598184,9.699792865,4.384766101,4.91979691,3.631413654,2.949691156
ENSG00000072682.18_3,chr5,131527531,131631008,-,103477,ENSG00000072682.18_3,P4HA2,protein_coding,Protein_coding,0.649818819,0.702848395,0.726185309,0.700883049,0.698890965,0.836337553,0.684749248,0.665994478
ENSG00000170606.14_3,chr5,132387654,132442141,+,54487,ENSG00000170606.14_3,HSPA4,protein_coding,Protein_coding,7.662672325,7.649832523,5.453388488,5.298656057,3.815510962,3.970749946,3.867955929,3.382756749
ENSG00000132570.14_3,chr5,134240596,134343649,+,103053,ENSG00000132570.14_3,PCBD2,protein_coding,Protein_coding,0.79826201,0.883418984,1.274177938,1.307639186,1.291926713,1.480851503,0.917445757,0.774924784
ENSG00000152705.7_3,chr5,134303596,134347397,+,43801,ENSG00000152705.7_3,CATSPER3,protein_coding,Protein_coding,0.018146034,0.01003283,0.029409691,0.021205427,0.06365626,0.025384918,0.01218129,0.02064788
ENSG00000113013.12_3,chr5,137890571,137911133,-,20562,ENSG00000113013.12_3,HSPA9,protein_coding,Protein_coding,42.60888827,41.66086119,27.9286024,25.378923,27.86580623,30.2773483,28.41877794,27.09850552
ENSG00000170464.9_3,chr5,138744277,138780180,-,35903,ENSG00000170464.9_3,DNAJC18,protein_coding,Protein_coding,0.163819928,0.171358158,0.040663187,0.047428756,0.009707433,0.015484567,0.01188876,0.032747044
ENSG00000081791.8_3,chr5,141303373,141321612,+,18239,ENSG00000081791.8_3,KIAA0141,protein_coding,Protein_coding,8.449724246,8.802291868,4.101100071,3.891509608,1.767566914,1.981263023,1.310552155,1.497495086
ENSG00000013561.17_3,chr5,141337893,141369856,+,31963,ENSG00000013561.17_3,RNF14,protein_coding,Protein_coding,4.58044678,4.443104346,5.182841503,5.078093469,7.207573487,7.624068054,12.94361481,11.67174806
ENSG00000145907.14_2,chr5,151150606,151192346,+,41740,ENSG00000145907.14_2,G3BP1,protein_coding,Protein_coding,57.65165808,59.09666616,49.2349486,49.10197147,37.42855045,40.4303586,31.97992653,29.02999861
ENSG00000055147.18_3,chr5,153369688,153418496,-,48808,ENSG00000055147.18_3,FAM114A2,protein_coding,Protein_coding,6.925802792,7.219391326,5.123698825,5.225335759,3.816733633,4.195462197,3.941958326,3.750412025
ENSG00000113282.13_2,chr5,157212751,157286183,-,73432,ENSG00000113282.13_2,CLINT1,protein_coding,Protein_coding,5.445461738,5.333116437,4.654584835,4.394367084,3.820724101,4.24598311,4.478727006,4.144376458
ENSG00000145860.11_3,chr5,158584417,158637061,-,52644,ENSG00000145860.11_3,RNF145,protein_coding,Protein_coding,8.71451441,9.317248032,11.62628898,11.13592289,19.13635626,20.33759618,20.01684092,17.9371195
ENSG00000113312.10_2,chr5,159436120,159492550,+,56430,ENSG00000113312.10_2,TTC1,protein_coding,Protein_coding,1.454976643,1.57566858,1.080516824,1.122000494,0.929526133,1.065646584,1.246185456,1.035337523
ENSG00000072571.19_3,chr5,162887209,162918951,+,31742,ENSG00000072571.19_3,HMMR,protein_coding,Protein_coding,21.99999905,21.61336916,30.92667086,29.22981137,33.57672611,36.05341312,20.56082342,19.53136779
ENSG00000113732.8_3,chr5,172410760,172462448,+,51688,ENSG00000113732.8_3,ATP6V0E1,protein_coding,Protein_coding,2.134349263,1.898765398,1.712979526,1.886820611,1.716062942,1.604397061,2.343222061,2.269393122
ENSG00000146083.11_2,chr5,175953698,175965026,-,11328,ENSG00000146083.11_2,RNF44,protein_coding,Protein_coding,18.77580729,19.53878068,9.408096776,8.875763168,5.845686422,5.390272546,7.017951238,6.881981673
ENSG00000074276.10_2,chr5,175969512,176022975,+,53463,ENSG00000074276.10_2,CDHR2,protein_coding,Protein_coding,0.005946651,0.004109833,0.009637872,0.005791039,0,0.015597958,0.015967759,0.013533064
ENSG00000169258.6_2,chr5,176022803,176037134,-,14331,ENSG00000169258.6_2,GPRIN1,protein_coding,Protein_coding,0.277305995,0.327084313,0.329586511,0.237643519,0.072959175,0.038792995,0.052122934,0.012621559
ENSG00000184840.11_2,chr5,177019159,177023125,+,3966,ENSG00000184840.11_2,TMED9,protein_coding,Protein_coding,37.95709923,40.25872551,30.31506898,30.73814415,28.25292534,26.82055304,26.01842948,22.96340297
ENSG00000113240.12_2,chr5,178029665,178057616,-,27951,ENSG00000113240.12_2,CLK4,protein_coding,Protein_coding,7.077718683,7.614729812,10.11145765,10.00784551,12.43176988,13.46545768,15.18327838,13.68034704
ENSG00000176783.14_3,chr5,178977559,179037027,+,59468,ENSG00000176783.14_3,RUFY1,protein_coding,Protein_coding,2.846833194,2.810532073,2.794350449,2.422215813,2.455646477,2.65032743,2.515776145,2.183889164
ENSG00000169045.17_1,chr5,179041179,179061785,-,20606,ENSG00000169045.17_1,HNRNPH1,protein_coding,Protein_coding,179.9846236,180.8854055,240.6683424,219.8128086,274.6041693,298.5161959,236.8853824,216.1715215
ENSG00000112739.16_2,chr6,4021501,4065217,+,43716,ENSG00000112739.16_2,PRPF4B,protein_coding,Protein_coding,16.87771634,17.25316233,18.69378532,18.22255019,18.91476536,20.00193853,19.13007811,17.28070874
ENSG00000145982.11_3,chr6,5261277,5771813,+,510536,ENSG00000145982.11_3,FARS2,protein_coding,Protein_coding,0.101660575,0.12208419,0.078723196,0.077623529,0.046080009,0.054265445,0.031770535,0.027989182
ENSG00000124783.12_3,chr6,7268539,7347679,-,79140,ENSG00000124783.12_3,SSR1,protein_coding,Protein_coding,10.33339121,11.00470922,9.129312596,8.355340539,7.039661051,7.280030894,5.289682144,4.979101738
ENSG00000164304.15_4,chr6,7326889,7389976,-,63087,ENSG00000164304.15_4,CAGE1,protein_coding,Protein_coding,0.007559222,0.00464383,0.002722534,0.006134511,0.002762265,0.005874875,0.010148893,0.011468579
ENSG00000145979.17_3,chr6,13266774,13328815,-,62041,ENSG00000145979.17_3,TBC1D7,protein_coding,Protein_coding,1.473278331,1.450872777,1.532329161,1.661786514,1.345432403,1.53828564,1.162720208,1.051032055
ENSG00000145996.11_2,chr6,20534688,21232635,+,697947,ENSG00000145996.11_2,CDKAL1,protein_coding,Protein_coding,0.222063877,0.211345624,0.197854911,0.191966045,0.170531031,0.209888177,0.158090367,0.131005098
ENSG00000124532.14_4,chr6,24403136,24426422,+,23286,ENSG00000124532.14_4,MRS2,protein_coding,Protein_coding,8.697016238,8.809970498,7.021910438,6.624638745,3.91392009,4.170085313,3.36363204,3.161469512
ENSG00000112293.14_2,chr6,24424793,24495433,-,70640,ENSG00000112293.14_2,GPLD1,protein_coding,Protein_coding,0.510823552,0.585806243,0.803589038,0.831650552,0.91522606,1.016551914,1.342945488,1.117694308
ENSG00000124635.8_2,chr6,27093676,27100529,-,6853,ENSG00000124635.8_2,HIST1H2BJ,protein_coding,Protein_coding,240.7523451,231.7901685,337.510458,351.3961452,489.1213472,520.9374214,332.012566,326.1929062
ENSG00000196787.3_2,chr6,27100821,27103070,+,2249,ENSG00000196787.3_2,HIST1H2AG,protein_coding,Protein_coding,801.7412387,824.3802122,1287.257453,1309.803966,1576.037881,1666.426439,1023.263444,970.428064
ENSG00000276180.1_2,chr6,27106367,27107660,+,1293,ENSG00000276180.1_2,HIST1H4I,protein_coding,Protein_coding,321.8598936,312.507682,370.9436043,346.4812937,293.2685722,291.3717215,210.5325485,207.5988092
ENSG00000197903.7_2,chr6,27114197,27114577,-,380,ENSG00000197903.7_2,HIST1H2BK,protein_coding,Protein_coding,2845.226545,2576.167509,3718.528645,3164.90964,3789.302836,3746.759203,2797.501027,2496.375865
ENSG00000274997.1_2,chr6,27114908,27115294,+,386,ENSG00000274997.1_2,HIST1H2AH,protein_coding,Protein_coding,2551.024906,2505.19512,3774.638741,3598.170599,4034.23334,4189.97179,2540.042573,2517.08428
ENSG00000275379.1_2,chr6,27839683,27840093,-,410,ENSG00000275379.1_2,HIST1H3I,protein_coding,Protein_coding,1124.565508,1036.990089,1300.531986,1158.56942,988.6236884,1013.125934,740.9875727,814.1785843
ENSG00000275126.1_2,chr6,27840977,27841288,-,311,ENSG00000275126.1_2,HIST1H4L,protein_coding,Protein_coding,611.8282241,613.9554806,931.4063342,717.2711816,649.4238076,633.702837,340.0326181,422.8277711
ENSG00000197153.4_3,chr6,27858160,27860884,-,2724,ENSG00000197153.4_3,HIST1H3J,protein_coding,Protein_coding,48.66925445,53.85550275,71.7859021,69.55912415,72.28971273,76.12574038,48.65436474,49.4032266
ENSG00000204592.8_2,chr6,30457244,30461982,+,4738,ENSG00000204592.8_2,HLA-E,protein_coding,Protein_coding,0.067101262,0.030916561,0,0,0,0,0.13513365,0.076352704
ENSG00000112139.14_3,chr6,37598455,37667082,-,68627,ENSG00000112139.14_3,MDGA1,protein_coding,Protein_coding,0.002316332,0.002134476,0.001251377,0.001127859,0.015235664,0,0.00310987,0.018449836
ENSG00000124596.16_3,chr6,41001366,41065526,-,64160,ENSG00000124596.16_3,OARD1,protein_coding,Protein_coding,2.75757006,2.720294513,3.089261586,2.878431368,2.82742786,2.86665023,2.266933678,2.2285737
ENSG00000001167.14_2,chr6,41040684,41067715,+,27031,ENSG00000001167.14_2,NFYA,protein_coding,Protein_coding,9.635629204,9.331624801,11.06241353,11.23612808,13.36418098,13.54669566,14.49204206,12.96489729
ENSG00000048544.5_2,chr6,42174539,42185603,-,11064,ENSG00000048544.5_2,MRPS10,protein_coding,Protein_coding,20.17926402,20.81261299,20.33631963,20.93144529,18.52253028,19.28680641,16.03937333,15.29400073
ENSG00000137161.16_2,chr6,42896930,42907025,+,10095,ENSG00000137161.16_2,CNPY3,protein_coding,Protein_coding,8.015067887,7.835625495,4.985107497,4.922418106,2.744706809,3.028908592,1.680730631,2.221799393
ENSG00000170734.11_2,chr6,43543887,43583397,+,39510,ENSG00000170734.11_2,POLH,protein_coding,Protein_coding,7.543796917,7.426089066,11.99383035,11.73071697,16.30159471,17.9122926,9.631227092,9.27974839
ENSG00000172432.18_3,chr6,43573053,43596899,-,23846,ENSG00000172432.18_3,GTPBP2,protein_coding,Protein_coding,18.78209925,18.91694072,31.33551697,28.78458282,62.23364982,62.9940609,66.26113194,59.30962191
ENSG00000124688.13_2,chr6,43597277,43608689,+,11412,ENSG00000124688.13_2,MAD2L1BP,protein_coding,Protein_coding,7.577621049,7.502551523,7.555360387,8.430613127,8.184802144,9.085459025,9.61255119,8.64614419
ENSG00000188107.14_3,chr6,64429876,66417118,-,1987242,ENSG00000188107.14_3,EYS,protein_coding,Protein_coding,0.00047995,0.000847683,0.0011668,0.000895833,0.000876909,0.000279756,0.000375885,0.000182041
ENSG00000156535.13_4,chr6,74405508,74538040,+,132532,ENSG00000156535.13_4,CD109,protein_coding,Protein_coding,0.069566954,0.114394681,0.011663664,0.015768588,0.001314875,0.010486947,0.004831009,0.012283192
ENSG00000112695.11_3,chr6,75947391,75960039,-,12648,ENSG00000112695.11_3,COX7A2,protein_coding,Protein_coding,24.85366163,24.06633293,22.90901709,20.84971253,19.64729777,20.6295305,18.89033025,18.63425528
